,Strong1,Strong2,Strong_alone,Weak,Weakest,Domain,Subdomain,median_alpha,n,median_ntail,median_meandeg
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9500000000000008,1633,1633.0,2.177587262706675
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9200000000000008,650,650.0,2.2246153846153844
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9700000000000009,815,815.0,2.1423312883435583
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_5_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,911,911.0,2.7552140504939628
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_6_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9000000000000008,632,632.0,2.3037974683544302
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_7_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,671,671.0,2.5543964232488823
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_27d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,1792,1792.0,2.1908482142857144
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_29d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9200000000000008,763,763.0,2.2359108781127128
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_29d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9200000000000008,949,949.0,2.2276080084299261
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,1918,1918.0,2.2022940563086548
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_5_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,1064,1064.0,2.757518796992481
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_6_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,644,644.0,2.3260869565217392
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_7_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,708,708.0,2.5564971751412431
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_32d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9000000000000008,815,815.0,2.2773006134969327
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_32d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9100000000000008,1046,1046.0,2.2581261950286806
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_35d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,2078,2078.0,2.1982675649663137
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_35d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,1112,1112.0,2.3417266187050361
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_36d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,879,879.0,2.2935153583617747
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_38d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,2206,2206.0,2.1912964641885768
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_39d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,899,899.0,2.2958843159065627
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_39d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,1141,1141.0,2.3593339176161261
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_39d_5_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,986,986.0,2.7403651115618661
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_39d_6_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9100000000000008,551,551.0,2.2758620689655173
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_39d_7_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8500000000000008,553,553.0,2.4231464737793851
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_42d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.9500000000000008,2367,2367.0,2.1918039712716517
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_42d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,948,948.0,2.2953586497890295
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_43d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8600000000000008,1159,1159.0,2.386540120793788
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_46d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,1204,1204.0,2.4385382059800667
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Rb_M_I_U_N_20d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8200000000000007,426,426.0,2.5586854460093895
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Rb_M_I_U_N_26d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7200000000000006,608,608.0,2.8289473684210527
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Rb_M_I_U_N_26d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,489,489.0,2.593047034764826
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Rb_M_I_U_N_31d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7300000000000006,602,602.0,2.823920265780731
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Rb_M_I_U_N_31d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7800000000000007,485,485.0,2.6268041237113402
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Sc_M_I_U_N_42d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7900000000000007,536,536.0,2.5708955223880596
/Volumes/Durodon/gmls/Informational/Folksonomy/n6/Flickr_2012_Informational_Folksonomy_n6.gml,False,False,False,False,False,Informational,Folksonomy,2.2200000000000006,,13823.0,43.783620333065471
/Volumes/Durodon/gmls/Informational/Language/n4/Rogets_Thesaurus_1879_Rogets_Thesaurus_1879_Informational_Language_n4.gml,False,False,False,False,False,Informational,Language,3.8800000000000026,1010,272.0,5.0247524752475243
/Volumes/Durodon/gmls/Informational/Language/n4/Word_Adjacency_Networks_darwinbookinter_st_Informational_Language_n4.gml,True,True,True,True,True,Informational,Language,2.1900000000000013,7381,863.0,11.981570125068052
/Volumes/Durodon/gmls/Informational/Language/n4/Word_Adjacency_Networks_frenchbookinter_st_Informational_Language_n4.gml,False,False,False,False,False,Informational,Language,2.2900000000000009,8325,2289.0,5.7323442074717956
/Volumes/Durodon/gmls/Informational/Language/n4/Word_Adjacency_Networks_japanesebookinter_st_Informational_Language_n4.gml,True,True,True,True,True,Informational,Language,2.1100000000000008,2704,746.0,5.9211463893920984
/Volumes/Durodon/gmls/Informational/Language/n5/Word_Adjacency_Networks_spanishbookinter_st_Informational_Language_n5.gml,True,True,True,True,True,Informational,Language,2.160000000000001,,993.0,7.4416788710423081
/Volumes/Durodon/gmls/Informational/Recommendations/n3/Political_books_network_2004_Krebs_political_books_Informational_Recommendations_n3.gml,False,False,True,True,True,Informational,Recommendations,2.620000000000001,105,84.0,8.4000000000000004
/Volumes/Durodon/gmls/Informational/Relatedness/n6/Amazon_book_similarities_2008_amazon-2008_Informational_Relatedness_n6.gml,False,False,False,False,False,Informational,Relatedness,4.5100000000000033,,19918.0,9.5834674014004726
/Volumes/Durodon/gmls/Informational/Web_graph/n3/Political_blogs_network_2004_Political_Blogs_Informational_Web_graph_n3.gml,False,False,False,True,True,Informational,Web_graph,3.490000000000002,1490,101.0,12.766442953020134
/Volumes/Durodon/gmls/Informational/Web_graph/n4/Wikipedia_norms_2015_Wikinorms-2015_Informational_Web_graph_n4.gml,False,False,True,True,True,Informational,Web_graph,2.390000000000001,1976,466.0,15.98821974808817
/Volumes/Durodon/gmls/Informational/Web_graph/n6/Web_graphs_Stanford_Berkeley_etc_BerkStan_Web_Graph_Informational_Web_graph_n6.gml,False,False,False,False,False,Informational,Web_graph,2.0900000000000007,,360106.0,11.092034791237978
/Volumes/Durodon/gmls/Informational/Web_graph/n6/Web_graphs_Stanford_Berkeley_etc_Google_Web_Graph_Informational_Web_graph_n6.gml,False,False,False,False,False,Informational,Web_graph,2.9000000000000017,,17916.0,5.8295800108026263
/Volumes/Durodon/gmls/Informational/Web_graph/n6/Web_graphs_Stanford_Berkeley_etc_Stanford_Web_Graph_Informational_Web_graph_n6.gml,False,False,False,False,False,Informational,Web_graph,3.0600000000000014,,63255.0,8.2031656278932825
/Volumes/Durodon/gmls/Informational/Web_graph/n6/Webgraph_Notre_Dame_Web_graph_Notre_Dame_Informational_Web_graph_n6.gml,False,False,False,False,False,Informational,Web_graph,2.160000000000001,,77581.0,6.6933432393185743
/Volumes/Durodon/gmls/Informational/Words/n3/Word_adjacencies_of_David_Copperfield_Word_adjacencies_Informational_Words.gml,False,False,False,False,True,Informational,Words,3.6200000000000014,112,32.0,7.5892857142857144
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-02-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.4500000000000046,947,35.0,2.1457233368532207
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-03-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.2700000000000049,943,35.0,2.1420996818663838
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-04-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,4.900000000000003,937,96.0,2.1430096051227321
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-05-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.0400000000000045,956,33.0,2.1443514644351462
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-06-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.3000000000000034,1031,104.0,2.1319107662463628
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.3100000000000041,1019,103.0,2.1491658488714425
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-08-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1500000000000008,1042,1042.0,2.1573896353166986
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-09-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,4.1600000000000028,1657,860.0,2.0884014894457015
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-10-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,4.3250000000000028,1683,549.5,2.0974366777810105
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-11-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.1400000000000041,1709,51.0,2.0991837681671202
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2006-12-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,4.3200000000000029,1713,559.0,2.1044250930133082
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-01-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,4.3200000000000029,1745,569.5,2.1052470536374126
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-02-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.6750000000000043,1746,82.5,2.1068294553693527
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-03-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.5900000000000034,1760,80.5,2.1104326032691842
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-04-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.7700000000000049,1788,82.0,2.1079937469880932
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-05-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.0700000000000038,1797,87.5,2.1107722809931682
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-06-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.5000000000000044,1799,54.0,2.1181654797034892
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.2650000000000041,1785,92.0,2.1355060943296236
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-08-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.3150000000000048,1784,60.0,2.1461823710981807
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-09-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.0150000000000041,1782,84.0,2.1497444782234427
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-10-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.8750000000000044,1782,83.5,2.1549201694362985
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-11-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.5000000000000044,1781,45.0,2.1539429141477191
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-12-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.6600000000000037,1781,80.0,2.1665255005827442
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-01-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.8450000000000042,1779,83.0,2.1827109571628966
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-02-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.6900000000000039,1793,85.0,2.1774733281758811
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-03-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,5.8700000000000045,1794,82.0,2.1682377079283315
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-04-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.4350000000000041,1805,44.5,2.1592299249383866
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-05-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.1700000000000044,1810,61.0,2.1583763199719574
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-06-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.3400000000000043,1824,62.5,2.1562826151781724
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.3400000000000043,1818,80.5,2.1455054464984071
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-08-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1811,79.5,2.1431416066299622
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-09-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1787,79.5,2.1516323496349488
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-10-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1790,79.5,2.1464977915817922
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-11-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1785,81.0,2.1562195248469758
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-12-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.4850000000000048,1784,80.0,2.154674597123325
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-01-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.3950000000000049,1790,78.5,2.149433244271719
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-02-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1784,78.0,2.1445964622711862
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-03-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1787,81.5,2.1477076136178264
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-04-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1791,80.0,2.1535587281966233
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-05-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1779,81.0,2.1516796896789945
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-06-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1765,77.0,2.1521242039483282
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,4.3000000000000025,1768,701.0,2.1461868043587229
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-08-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1762,85.0,2.0817253121452897
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-09-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.430000000000005,1747,80.0,2.083571837435604
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-10-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.5000000000000044,1756,40.0,2.0774487471526197
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-11-01_Social_Affiliation_n4.gml,False,False,False,False,True,Social,Affiliation,6.5000000000000044,1754,41.0,2.0718358038768527
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2009-12-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.4000000000000048,1746,80.0,2.0721649484536084
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-01-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1736,83.0,2.0783410138248848
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-02-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1734,81.0,2.0703575547866206
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-03-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1743,82.0,2.0676993689041883
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-04-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1723,81.0,2.0742890307603017
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-05-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1719,81.0,2.0709714950552649
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-06-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1724,78.0,2.0719257540603246
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1714,75.0,2.0781796966161026
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-08-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1709,79.0,2.0877706260971327
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-09-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1710,80.0,2.0783625730994153
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-10-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1707,1707.0,2.0691271236086703
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-11-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1707,1707.0,2.0726420620972466
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2010-12-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1712,1712.0,2.0677570093457942
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-01-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1708,1708.0,2.0749414519906324
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-02-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1704,1704.0,2.073943661971831
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-03-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1705,1705.0,2.0703812316715542
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-04-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1703,1703.0,2.0704638872577803
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-05-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1707,78.0,2.0609256004686585
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-06-01_Social_Affiliation_n4.gml,False,False,False,False,False,Social,Affiliation,2.1700000000000008,1692,1692.0,2.0661938534278961
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-07-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1686,80.0,2.0735468564650059
/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-08-01_Social_Affiliation_n4.gml,False,False,False,True,True,Social,Affiliation,6.5000000000000044,1686,80.0,2.0711743772241995
