,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
Route_Views_AS_graphs_1997-1998_as19980304_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6113.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980304_Technological_Communication_n4.gml,3399,2.2,4.0,489.0,-1427.43583576,0.916,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980305_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6111.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980305_Technological_Communication_n4.gml,3412,2.21,4.0,491.0,-1424.95051664,0.933,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980306_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6051.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980306_Technological_Communication_n4.gml,3414,2.19,4.0,474.0,-1389.50912201,0.808,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980307_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6064.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980307_Technological_Communication_n4.gml,3415,2.2,4.0,478.0,-1398.17438001,0.778,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980308_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6068.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980308_Technological_Communication_n4.gml,3434,2.19,4.0,474.0,-1394.43654991,0.777,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980309_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5999.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980309_Technological_Communication_n4.gml,3430,2.18,4.0,472.0,-1390.96382356,0.781,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980310_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6072.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980310_Technological_Communication_n4.gml,3436,2.19,4.0,475.0,-1393.41873781,0.587,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980311_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6102.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980311_Technological_Communication_n4.gml,3444,2.19,4.0,478.0,-1400.97585308,0.774,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980312_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6065.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980312_Technological_Communication_n4.gml,3442,2.2,4.0,476.0,-1392.93564679,0.369,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980313_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6109.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980313_Technological_Communication_n4.gml,3453,2.18,4.0,473.0,-1391.93039045,0.351,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980314_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6101.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980314_Technological_Communication_n4.gml,3452,2.18,4.0,472.0,-1391.85439854,0.691,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980315_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6102.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980315_Technological_Communication_n4.gml,3450,2.18,4.0,472.0,-1392.2547431,0.438,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980316_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6124.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980316_Technological_Communication_n4.gml,3450,2.2,4.0,480.0,-1404.68853048,0.92,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980317_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6137.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980317_Technological_Communication_n4.gml,3459,2.2,4.0,485.0,-1413.75187517,0.855,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980318_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6168.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980318_Technological_Communication_n4.gml,3455,2.22,4.0,495.0,-1430.98145311,0.257,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980319_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6185.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980319_Technological_Communication_n4.gml,3465,2.21,4.0,492.0,-1430.33863036,0.084,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980320_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6207.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980320_Technological_Communication_n4.gml,3474,2.26,9.0,180.0,-668.112423902,0.642,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980321_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6176.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980321_Technological_Communication_n4.gml,3470,2.2,4.0,485.0,-1415.96419991,0.141,2.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980322_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6179.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980322_Technological_Communication_n4.gml,3469,2.22,8.0,202.0,-736.190631727,0.758,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980323_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6193.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980323_Technological_Communication_n4.gml,3472,2.21,4.0,491.0,-1428.15199647,0.049,2.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980324_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6221.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980324_Technological_Communication_n4.gml,3480,2.21,8.0,203.0,-741.512096505,0.434,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980325_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6247.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980325_Technological_Communication_n4.gml,3488,2.2,4.0,494.0,-1441.57082004,0.018,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980326_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6262.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980326_Technological_Communication_n4.gml,3487,2.22,8.0,207.0,-753.412989973,0.297,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980327_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6270.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980327_Technological_Communication_n4.gml,3497,2.21,8.0,205.0,-749.803975806,0.323,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980328_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6288.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980328_Technological_Communication_n4.gml,3505,2.22,4.0,505.0,-1461.01246557,0.081,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980329_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6298.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980329_Technological_Communication_n4.gml,3498,2.22,4.0,507.0,-1468.04152579,0.407,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980330_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6302.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980330_Technological_Communication_n4.gml,3503,2.2,4.0,500.0,-1457.96056027,0.149,1.0,2.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980331_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6282.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980331_Technological_Communication_n4.gml,3505,2.2,4.0,496.0,-1448.48464078,0.495,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980401_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6322.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980401_Technological_Communication_n4.gml,3521,2.18,5.0,365.0,-1163.88811842,0.441,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980402_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6324.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980402_Technological_Communication_n4.gml,3522,2.22,4.0,507.0,-1468.3329959,0.429,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980403_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6354.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980403_Technological_Communication_n4.gml,3530,2.22,4.0,511.0,-1476.46462521,0.275,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980404_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6350.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980404_Technological_Communication_n4.gml,3537,2.19,5.0,369.0,-1171.4909853,0.449,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980406_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6341.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980406_Technological_Communication_n4.gml,3531,2.19,5.0,368.0,-1168.4881172,0.725,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980407_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5898.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980407_Technological_Communication_n4.gml,3468,2.2,5.0,326.0,-1032.72623553,0.358,2.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980408_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6405.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980408_Technological_Communication_n4.gml,3564,2.17,5.0,366.0,-1173.9087969,0.618,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980409_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6422.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980409_Technological_Communication_n4.gml,3568,2.15,5.0,363.0,-1174.46494942,0.361,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980410_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6447.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980410_Technological_Communication_n4.gml,3585,2.18,5.0,370.0,-1184.7706971,0.427,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980411_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6403.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980411_Technological_Communication_n4.gml,3576,2.18,5.0,368.0,-1173.77091992,0.478,2.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980413_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6417.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980413_Technological_Communication_n4.gml,3576,2.18,5.0,368.0,-1177.24932377,0.35,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980414_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6430.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980414_Technological_Communication_n4.gml,3579,2.18,5.0,370.0,-1181.71912485,0.25,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980415_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6428.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980415_Technological_Communication_n4.gml,3579,2.23,4.0,522.0,-1497.04289513,0.623,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980416_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6458.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980416_Technological_Communication_n4.gml,3595,2.2,5.0,377.0,-1192.84167208,0.635,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980417_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6444.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980417_Technological_Communication_n4.gml,3591,2.23,4.0,523.0,-1503.05819449,0.441,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980418_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6443.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980418_Technological_Communication_n4.gml,3584,2.24,4.0,526.0,-1505.49968255,0.441,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980419_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6443.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980419_Technological_Communication_n4.gml,3582,2.24,4.0,525.0,-1504.5801331,0.658,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980420_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6464.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980420_Technological_Communication_n4.gml,3595,2.19,5.0,373.0,-1184.646006,0.41,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980421_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6475.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980421_Technological_Communication_n4.gml,3599,2.19,5.0,372.0,-1184.88259063,0.54,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980422_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6481.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980422_Technological_Communication_n4.gml,3611,2.18,5.0,373.0,-1190.44827833,0.756,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980423_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6518.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980423_Technological_Communication_n4.gml,3607,2.18,5.0,375.0,-1198.88175223,0.575,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980424_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6532.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980424_Technological_Communication_n4.gml,3617,2.18,5.0,375.0,-1198.95126855,0.749,2.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980425_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6543.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980425_Technological_Communication_n4.gml,3623,2.22,4.0,522.0,-1511.38997677,0.672,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980426_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6540.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980426_Technological_Communication_n4.gml,3613,2.22,4.0,525.0,-1517.72867325,0.785,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980427_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6550.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980427_Technological_Communication_n4.gml,3620,2.18,5.0,375.0,-1199.15760924,0.621,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980428_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6526.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980428_Technological_Communication_n4.gml,3603,2.17,5.0,372.0,-1195.41912577,0.68,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980429_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6563.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980429_Technological_Communication_n4.gml,3610,2.21,8.0,213.0,-779.02454021,0.658,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980430_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6584.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980430_Technological_Communication_n4.gml,3613,2.19,5.0,383.0,-1219.46213932,0.932,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980501_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6599.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980501_Technological_Communication_n4.gml,3622,2.18,5.0,380.0,-1216.75029481,0.92,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980502_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6583.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980502_Technological_Communication_n4.gml,3618,2.19,5.0,383.0,-1218.21540156,0.607,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980503_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6583.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980503_Technological_Communication_n4.gml,3621,2.19,5.0,384.0,-1219.83413044,0.965,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980504_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6598.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980504_Technological_Communication_n4.gml,3627,2.18,5.0,381.0,-1214.86039512,0.955,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980505_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6606.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980505_Technological_Communication_n4.gml,3632,2.17,5.0,379.0,-1215.71509489,0.944,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980506_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6601.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980506_Technological_Communication_n4.gml,3630,2.18,5.0,379.0,-1211.56303634,0.976,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980507_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6590.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980507_Technological_Communication_n4.gml,3634,2.17,5.0,376.0,-1207.02989117,0.552,2.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980508_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6613.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980508_Technological_Communication_n4.gml,3640,2.17,5.0,375.0,-1205.54943442,0.509,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980509_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6589.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980509_Technological_Communication_n4.gml,3636,2.17,5.0,374.0,-1198.224311,0.617,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980510_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6613.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980510_Technological_Communication_n4.gml,3636,2.17,5.0,377.0,-1208.74604429,0.792,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980511_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6626.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980511_Technological_Communication_n4.gml,3641,2.17,5.0,376.0,-1208.37882413,0.389,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980512_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6596.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980512_Technological_Communication_n4.gml,3634,2.21,10.0,159.0,-619.496055011,0.717,1.0,0.0,2.0,0.0
Route_Views_AS_graphs_1997-1998_as19980513_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6629.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980513_Technological_Communication_n4.gml,3645,2.16,5.0,371.0,-1198.82313016,0.546,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980514_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6632.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980514_Technological_Communication_n4.gml,3655,2.18,5.0,378.0,-1208.78661648,0.609,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980515_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6649.0,4.0,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980515_Technological_Communication_n4.gml,3666,2.17,5.0,377.0,-1210.68874809,0.709,1.0,0.0,1.0,0.0
