,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
Route_Views_AS_graphs_1997-1998_as19980614_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6775,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980614_Technological_Communication_n4.gml,3727,2.2300000000000013,4.0,548.0,-1573.3764542007666,0.77600000000000002,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980131_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5899,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980131_Technological_Communication_n4.gml,3318,2.180000000000001,5.0,343.0,-1093.9549959570152,0.67800000000000005,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1999-2000_as19990315_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,8955,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990315_Technological_Communication_n4.gml,4774,2.2600000000000007,13.0,164.0,-671.35460588870251,0.754,1.0,0.0,2.0,0.0
Route_Views_AS_graphs_1999-2000_as19990216_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,8747,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990216_Technological_Communication_n4.gml,4656,2.2600000000000007,15.0,132.0,-559.96744505148115,0.67900000000000005,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980114_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5709,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980114_Technological_Communication_n4.gml,3253,2.2100000000000009,5.0,335.0,-1055.5648527386072,0.80600000000000005,2.0,0.0,1.0,0.0
Facebook100_Georgetown15_Social_Online_n4.gmldistribution.txt,Social,Online,425638,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n4/Facebook100_Georgetown15_Social_Online_n4.gml,9414,4.900000000000003,225.0,543.0,-2881.6639357352396,0.72799999999999998,1.0,0.0,0.0,0.0
Facebook100_Georgetown15_Social_Online_n4.gml_largestcompdistribution.txt,Social,Online,425619,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n4/Facebook100_Georgetown15_Social_Online_n4.gml,9388,4.900000000000003,225.0,543.0,-2881.6639357352396,0.74099999999999999,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980123_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5787,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980123_Technological_Communication_n4.gml,3292,2.2000000000000006,5.0,339.0,-1070.6460886413415,0.86399999999999999,1.0,0.0,1.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-08-01_Social_Affiliation_n4.gmldistribution.txt,Social,Affiliation,1852,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-08-01_Social_Affiliation_n4.gml,1784,6.1300000000000043,7.0,95.0,-139.33441441190686,0.42899999999999999,0.0,0.0,1.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-08-01_Social_Affiliation_n4.gml_largestcompdistribution.txt,Social,Affiliation,1415,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-08-01_Social_Affiliation_n4.gml,1277,6.5000000000000044,9.0,25.0,-39.223865087388219,0.88600000000000001,0.0,0.0,2.0,0.0
Route_Views_AS_graphs_1997-1998_as19980304_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6113,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980304_Technological_Communication_n4.gml,3399,2.2000000000000006,4.0,489.0,-1427.4358357643296,0.91600000000000004,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980914_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,7504,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980914_Technological_Communication_n4.gml,4080,2.1700000000000008,6.0,336.0,-1145.6865450023313,0.49199999999999999,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990720_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,10455,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990720_Technological_Communication_n4.gml,5433,2.120000000000001,6.0,440.0,-1535.9643264830488,0.86599999999999999,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980122_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5773,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980122_Technological_Communication_n4.gml,3282,2.2300000000000013,4.0,469.0,-1347.9684795717826,0.86799999999999999,1.0,0.0,1.0,0.0
Fungal_growth_networks_Pv_M_I_U_N_31d_7_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,905,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_7_Biological_Tissue_n4.gml,708,1.8000000000000007,1.0,708.0,-1462.3268409921909,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I_U_N_31d_7_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,905,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_7_Biological_Tissue_n4.gml,708,1.8000000000000007,1.0,708.0,-1462.3268409921909,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1997-1998_as19980211_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5949,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980211_Technological_Communication_n4.gml,3340,2.180000000000001,5.0,346.0,-1106.362450104486,0.54700000000000004,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19981023_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,7588,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19981023_Technological_Communication_n4.gml,4221,2.160000000000001,6.0,322.0,-1104.7519140952918,0.74900000000000011,1.0,0.0,0.0,0.0
Route_Views_AS_graphs_1997-1998_as19980726_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6992,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980726_Technological_Communication_n4.gml,3857,2.1900000000000013,5.0,403.0,-1278.5175639743879,0.90800000000000003,1.0,0.0,1.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-10-01_Social_Affiliation_n4.gmldistribution.txt,Social,Affiliation,1854,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-10-01_Social_Affiliation_n4.gml,1782,5.8700000000000045,7.0,90.0,-137.42334047650002,0.60699999999999998,0.0,0.0,0.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-10-01_Social_Affiliation_n4.gml_largestcompdistribution.txt,Social,Affiliation,1382,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2007-10-01_Social_Affiliation_n4.gml,1240,5.8800000000000043,7.0,77.0,-117.43498090094374,0.47999999999999998,0.0,0.0,0.0,0.0
Fungal_growth_networks_Pv_M_I+R_U_N_39d_2_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,956,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I+R_U_N_39d_2_Biological_Tissue_n4.gml,765,1.8400000000000007,1.0,765.0,-1500.0475757212732,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I+R_U_N_39d_2_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,956,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I+R_U_N_39d_2_Biological_Tissue_n4.gml,765,1.8400000000000007,1.0,765.0,-1500.0475757212732,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1997-1998_as19980401_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6322,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980401_Technological_Communication_n4.gml,3521,2.180000000000001,5.0,365.0,-1163.8881184198069,0.441,1.0,0.0,1.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-01-01_Social_Affiliation_n4.gmldistribution.txt,Social,Affiliation,1881,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-01-01_Social_Affiliation_n4.gml,1779,5.8200000000000038,7.0,89.0,-136.84907083394353,0.64500000000000002,0.0,0.0,0.0,0.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-01-01_Social_Affiliation_n4.gml_largestcompdistribution.txt,Social,Affiliation,1499,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2008-01-01_Social_Affiliation_n4.gml,1332,5.8700000000000045,7.0,77.0,-117.56081038171612,0.20200000000000001,0.0,0.0,0.0,0.0
Route_Views_AS_graphs_1999-2000_as19991121_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,12100,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19991121_Technological_Communication_n4.gml,6235,2.0700000000000007,6.0,481.0,-1718.8293206032733,0.41999999999999998,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990815_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,10588,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990815_Technological_Communication_n4.gml,5562,2.120000000000001,5.0,551.0,-1810.5505389601672,0.51700000000000002,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19981222_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,8243,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19981222_Technological_Communication_n4.gml,4452,2.1300000000000008,6.0,347.0,-1205.7669459056351,0.71099999999999997,1.0,0.0,0.0,0.0
Fungal_growth_networks_Pv_M_I_U_N_18d_5_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,897,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_18d_5_Biological_Tissue_n4.gml,653,1.7500000000000009,1.0,653.0,-1438.4982044636872,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I_U_N_18d_5_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,897,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_18d_5_Biological_Tissue_n4.gml,653,1.7500000000000009,1.0,653.0,-1438.4982044636872,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1999-2000_as19991031_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,11947,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19991031_Technological_Communication_n4.gml,6072,2.120000000000001,5.0,622.0,-2051.3591159212629,0.52300000000000002,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980309_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5999,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980309_Technological_Communication_n4.gml,3430,2.180000000000001,4.0,472.0,-1390.9638235632376,0.78100000000000003,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,1956,4,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml,814,2.5800000000000014,3.0,436.0,-928.25505514851761,0.0070000000000000001,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1934,4,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml,786,2.5800000000000014,3.0,436.0,-928.25505514851761,0.0070000000000000001,1.0,1.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980902_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,7414,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980902_Technological_Communication_n4.gml,4045,2.2300000000000013,4.0,594.0,-1709.5029651886398,0.318,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980318_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6168,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980318_Technological_Communication_n4.gml,3455,2.2200000000000006,4.0,495.0,-1430.9814531075872,0.25700000000000001,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3892,4,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml,1422,2.7900000000000018,4.0,627.0,-1410.9494925629715,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,3863,4,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml,1378,2.7900000000000018,4.0,627.0,-1410.9494925629715,0.0,1.0,1.0,1.0,0.0
Fungal_growth_networks_Pv_M_5xI_U_N_35d_1_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,1527,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_5xI_U_N_35d_1_Biological_Tissue_n4.gml,1209,1.8100000000000007,1.0,1209.0,-2476.5452513028472,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_5xI_U_N_35d_1_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,1527,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_5xI_U_N_35d_1_Biological_Tissue_n4.gml,1209,1.8100000000000007,1.0,1209.0,-2476.5452513028472,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1997-1998_as19981031_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,7660,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19981031_Technological_Communication_n4.gml,4260,2.1700000000000008,6.0,327.0,-1117.1238675166355,0.60199999999999998,1.0,0.0,0.0,0.0
Metabolic_networks_from_KEGG_2006_cpj_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,1525,4,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_cpj_Biological_Metabolic_n4.gml,660,2.410000000000001,6.0,98.0,-301.56077139414936,0.51400000000000001,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_cpj_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1482,4,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_cpj_Biological_Metabolic_n4.gml,610,2.410000000000001,6.0,98.0,-301.56077139414936,0.61299999999999999,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980923_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,7639,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980923_Technological_Communication_n4.gml,4139,2.180000000000001,5.0,435.0,-1393.3671075307473,0.79600000000000004,2.0,0.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990922_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,11212,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990922_Technological_Communication_n4.gml,5793,2.120000000000001,5.0,583.0,-1922.07253187026,0.621,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980218_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6002,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980218_Technological_Communication_n4.gml,3369,2.2200000000000006,4.0,487.0,-1404.0562666987219,0.879,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19980312_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6065,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980312_Technological_Communication_n4.gml,3442,2.2000000000000006,4.0,476.0,-1392.9356467902853,0.36899999999999999,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19971224_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5700,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19971224_Technological_Communication_n4.gml,3200,2.2000000000000006,5.0,337.0,-1064.3817476401441,0.65900000000000003,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19991003_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,11321,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19991003_Technological_Communication_n4.gml,5860,2.140000000000001,5.0,599.0,-1955.3950882394349,0.58899999999999997,1.0,0.0,1.0,0.0
Binary_interactomes_various_species_2012_M_musculus_mouse_binary_ht_Biological_Protein_interactions_n4.gmldistribution.txt,Biological,Protein_interactions,1219,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Binary_interactomes_various_species_2012_M_musculus_mouse_binary_ht_Biological_Protein_interactions_n4.gml,737,2.5000000000000013,4.0,190.0,-480.90664421808816,0.070000000000000007,0.0,0.0,1.0,-1.0
Binary_interactomes_various_species_2012_M_musculus_mouse_binary_ht_Biological_Protein_interactions_n4.gml_largestcompdistribution.txt,Biological,Protein_interactions,1066,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Binary_interactomes_various_species_2012_M_musculus_mouse_binary_ht_Biological_Protein_interactions_n4.gml,537,2.4700000000000011,4.0,180.0,-462.94345304894722,0.021999999999999999,0.0,0.0,0.0,-1.0
Metabolic_networks_from_KEGG_2006_hpy_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2027,4,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_hpy_Biological_Metabolic_n4.gml,863,2.7300000000000013,4.0,310.0,-715.95818481972958,0.012,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_hpy_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1993,4,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_hpy_Biological_Metabolic_n4.gml,822,2.7300000000000013,4.0,310.0,-715.95818481972958,0.012999999999999999,1.0,1.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990425_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,9485,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1999-2000_as19990425_Technological_Communication_n4.gml,4969,2.2200000000000006,16.0,132.0,-576.07992802874708,0.47499999999999998,2.0,0.0,1.0,0.0
ITC99_Benchmark_Circuits_b12_Technological_Digital_Circuit_n4.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,2023,4,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n4/ITC99_Benchmark_Circuits_b12_Technological_Digital_Circuit_n4.gml,1036,3.5700000000000021,6.0,107.0,-231.98868697890748,0.46800000000000003,0.0,0.0,1.0,0.0
Route_Views_AS_graphs_1997-1998_as19971206_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,5576,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19971206_Technological_Communication_n4.gml,3141,2.2400000000000007,4.0,465.0,-1331.5275277097485,0.184,1.0,0.0,1.0,0.0
Fungal_growth_networks_Pv_M_I_U_N_31d_6_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,749,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_6_Biological_Tissue_n4.gml,644,1.8900000000000008,1.0,644.0,-1191.6026468067316,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I_U_N_31d_6_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,749,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_31d_6_Biological_Tissue_n4.gml,644,1.8900000000000008,1.0,644.0,-1191.6026468067316,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1997-1998_as19980717_Technological_Communication_n4.gml_multigraphsimplifieddistribution.txt,Technological,Communication,6992,4,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n4/Route_Views_AS_graphs_1997-1998_as19980717_Technological_Communication_n4.gml,3832,2.2200000000000006,4.0,561.0,-1617.8844925802921,0.85799999999999998,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3849,4,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml,1417,2.7600000000000016,4.0,605.0,-1379.356176016337,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,3814,4,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml,1369,2.7600000000000016,4.0,605.0,-1379.356176016337,0.0,1.0,1.0,1.0,0.0
Fungal_growth_networks_Pv_M_I_U_N_25d_7_Biological_Tissue_n4.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,857,4,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_7_Biological_Tissue_n4.gml,671,1.8000000000000007,1.0,671.0,-1383.8860812446978,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I_U_N_25d_7_Biological_Tissue_n4.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,857,4,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_M_I_U_N_25d_7_Biological_Tissue_n4.gml,671,1.8000000000000007,1.0,671.0,-1383.8860812446978,0.0,-1.0,-1.0,-1.0,-1.0
Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-03-01_Social_Affiliation_n4.gmldistribution.txt,Social,Affiliation,1765,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Affiliation/n4/Norwegian_Boards_of_Directors_2002-2011_bipartite_net2mode_2011-03-01_Social_Affiliation_n4.gml,1705,2.1700000000000008,1.0,1705.0,-2343.2336329534533,0.0,2.0,-1.0,-1.0,-1.0
Facebook100_Dartmouth6_Social_Online_n4.gmldistribution.txt,Social,Online,304076,4,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Online/n4/Facebook100_Dartmouth6_Social_Online_n4.gml,7694,5.3700000000000037,248.0,255.0,-1341.9539822717304,0.80800000000000005,0.0,0.0,2.0,0.0
Facebook100_Dartmouth6_Social_Online_n4.gml_largestcompdistribution.txt,Social,Online,304065,4,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Online/n4/Facebook100_Dartmouth6_Social_Online_n4.gml,7677,5.3700000000000037,248.0,255.0,-1341.9539822717304,0.81299999999999983,0.0,0.0,2.0,0.0
